Donation ID,Giving Entity ID,Fundraiser,Amount Donated,Date,Type of Gift,Donor Name,Type of Donor,Earmarked Fund,Center,"""Thank You"" sent?",Matching Info,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1560-20211229-0001,UNK1560,Unprompted,"$2,000.00 ",12/29/2021,Direct Donation,Self Realization Fellowship Church,Foundation,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1562-20221231-0001,UNK1562,Joy on York Mexican Cookies 2022,"$1,407.00 ",12/31/2022,Percentage of Purchase,Joy on York,Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1562-20240813-0001,UNK1562,Joy on York Mexican Cookies 2024,"$1,253.00 ",8/13/2024,Percentage of Purchase,Joy on York,Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1566-20150605-0001,UNK1566,Letter Campaign 2014,$100.00 ,6/5/2015,Direct Donation,The GE Foundation,Foundation,Unrestricted,C-Corp,,Jain Sekular (match),Matching donation for Jain Sekular,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1569-20120109-0001,UNK1569,Noise Remediation Fundraiser,$250.00 ,1/9/2012,Direct Donation,U.S. Bancorp Foundation,Foundation,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1574-20061207-0001,UNK1574,Letter Campaign 2006,$100.00 ,12/7/2006,Direct Donation,Roberts Family Trust,Foundation,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1574-20171227-0001,UNK1574,PGSF Letter Campaign 2017,$50.00 ,12/27/2017,Direct Donation,Roberts Family Trust,Foundation,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1575-20211229-0001,UNK1575,Unprompted,"$1,000.00 ",12/29/2021,Direct Donation,The Vazomica Foundation,Foundation,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1575-20221231-0001,UNK1575,Unprompted,"$2,000.00 ",12/31/2022,Direct Donation,The Vazomica Foundation,Foundation,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1576-20220531-0001,UNK1576,Unprompted,$238.00 ,5/31/2022,Direct Donation,Benevity,Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1579-20131218-0001,UNK1579,Letter Campaign 2013,$200.00 ,12/18/2013,Direct Donation,"VIP Accountancy, Inc.",Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1579-20141229-0001,UNK1579,Letter Campaign 2014,$200.00 ,12/29/2014,Direct Donation,"VIP Accountancy, Inc.",Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1579-20110228-0001,UNK1579,Unprompted,$300.00 ,2/28/2011,Direct Donation,"VIP Accountancy, Inc.",Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1580-20110117-0001,UNK1580,Letter Campaign 2010,$75.00 ,1/17/2011,Direct Donation,Winters Designs,Corporate,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180125-0001,,In Pat's Memory,$39.25 ,1/25/2018,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190119-0001,,In Pat's Memory,$20.00 ,1/19/2019,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190125-0001,,In Pat's Memory,$38.30 ,1/25/2019,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190125-0002,,In Pat's Memory,$50.00 ,1/25/2019,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190221-0001,,In Pat's Memory,$20.00 ,2/21/2019,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20200123-0001,,In Pat's Memory,$101.00 ,1/23/2020,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20200131-0001,,In Pat's Memory,$110.00 ,1/31/2020,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20071127-0001,,Letter Campaign 2007,$5.00 ,11/27/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20071228-0001,,Letter Campaign 2007,$35.00 ,12/28/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20071228-0002,,Letter Campaign 2007,$45.00 ,12/28/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20080212-0001,,Letter Campaign 2007,$500.00 ,2/12/2008,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141231-0001,,Letter Campaign 2014,$75.00 ,12/31/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060425-0001,,Lummis Day Booth 2006,$10.00 ,4/25/2006,Book Sale,Booth Customer,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060425-0002,,Lummis Day Booth 2006,$15.00 ,4/25/2006,Book Sale,Booth Customer,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060425-0003,,Lummis Day Booth 2006,$20.00 ,4/25/2006,Book Sale,Booth Customer,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060524-0001,,Lummis Day Booth 2006,$10.00 ,5/24/2006,Book Sale,Booth Customer,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060524-0002,,Lummis Day Booth 2006,$20.00 ,5/24/2006,Book Sale,Booth Customer,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131023-0001,,Lummis Day Booth 2013,$10.00 ,10/23/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131023-0002,,Lummis Day Booth 2013,$15.00 ,10/23/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131023-0003,,Lummis Day Booth 2013,$150.00 ,10/23/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171226-0001,,PGSF Letter Campaign 2017,$100.00 ,12/26/2017,Direct Donation,Anonymous,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060517-0001,,Phoneraiser 2006,$12.00 ,5/17/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20061019-0001,,Phoneraiser 2006,$37.50 ,10/19/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20070105-0001,,Phoneraiser 2007,$12.65 ,1/5/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20070309-0001,,Phoneraiser 2007,$12.00 ,3/9/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20070821-0001,,Phoneraiser 2007,$22.00 ,8/21/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20070920-0001,,Phoneraiser 2007,$19.26 ,9/20/2007,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20080728-0001,,Phoneraiser 2008,$10.35 ,7/28/2008,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20080728-0002,,Phoneraiser 2008,$8.00 ,7/28/2008,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20081104-0002,,Phoneraiser 2008,$7.10 ,11/4/2008,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20240426-0001,,Preencoded Deposit,$471.05 ,4/26/2024,Direct Donation,N/A,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090323-0002,,Rummage Sale,$38.00 ,3/23/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190531-0001,,Sun & Fun Family Picnic 2019,$145.00 ,5/31/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190630-0001,,Sun & Fun Family Picnic 2019,$10.00 ,6/30/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190630-0002,,Sun & Fun Family Picnic 2019,$100.00 ,6/30/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190730-0001,,Sun & Fun Family Picnic 2019,"$1,330.00 ",7/30/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190731-0001,,Sun & Fun Family Picnic 2019,$380.00 ,7/31/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190731-0002,,Sun & Fun Family Picnic 2019,$2.00 ,7/31/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190803-0001,,Sun & Fun Family Picnic 2019,$60.00 ,8/3/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190803-0002,,Sun & Fun Family Picnic 2019,$267.42 ,8/3/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190805-0001,,Sun & Fun Family Picnic 2019,$620.00 ,8/5/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190805-0002,,Sun & Fun Family Picnic 2019,$910.00 ,8/5/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190812-0001,,Sun & Fun Family Picnic 2019,$724.00 ,8/12/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190829-0001,,Sun & Fun Family Picnic 2019,$40.00 ,8/29/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20200430-0001,,Sun & Fun Family Picnic 2019,"$5,500.00 ",4/30/2020,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180814-0007,,Sun & Fun Inaugural Family Picnic 2018,"$1,317.00 ",8/14/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20051014-0001,,T-Shirt Fundraiser,$60.00 ,10/14/2005,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20051223-0001,,Teacher Appreciation,$50.00 ,12/23/2005,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060517-0002,,Teacher Appreciation,$235.00 ,5/17/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20060524-0003,,Teacher Appreciation,$50.00 ,5/24/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121220-0002,,Teacher Appreciation,$115.00 ,12/20/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131226-0001,,Teacher Appreciation,$9.48 ,12/26/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20200225-0001,,Training and Staff Development; CAAEYC 2020,$1.00 ,2/25/2020,Direct Donation,Anonymous,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20210501-0001,,Unprompted,$1.00 ,5/1/2021,Direct Donation,Anonymous,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20220331-0001,,Unprompted,$250.00 ,3/31/2022,Direct Donation,Anonymous,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20050908-0001,,Unprompted,$100.00 ,9/8/2005,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190403-0001,,Unprompted,$100.00 ,4/3/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20201001-0001,,Unprompted,$9.42 ,10/1/2020,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20210331-0001,,Unprompted,$3.00 ,3/31/2021,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20210401-0001,,Unprompted,$1.00 ,4/1/2021,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20210528-0001,,Unprompted,$130.00 ,5/28/2021,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20211031-0001,,Unprompted,$1.00 ,10/31/2021,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20211130-0001,,Unprompted,$102.00 ,11/30/2021,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20220430-0001,,Unprompted,$2.00 ,4/30/2022,Direct Donation,Misc. Parent,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0053-20200127-0001,FAM0053,Training and Staff Development; CAAEYC 2020,$100.00 ,1/27/2020,Direct Donation,Alex Murphy 840,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0063-20200128-0001,FAM0063,Training and Staff Development; CAAEYC 2020,$100.00 ,1/28/2020,Direct Donation,Sawyer Nguyen 999,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0067-20200229-0001,FAM0067,Training and Staff Development; CAAEYC 2020,$40.00 ,2/29/2020,Direct Donation,Brooklyn Rivera 594,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0188-20200124-0001,FAM0188,Training and Staff Development; CAAEYC 2020,$100.00 ,1/24/2020,Direct Donation,Harper Adams 1375,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0206-20200128-0001,FAM0206,Training and Staff Development; CAAEYC 2020,$250.00 ,1/28/2020,Direct Donation,Shannon Morris 1308,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0237-20200115-0001,FAM0237,Training and Staff Development; CAAEYC 2020,$100.00 ,1/15/2020,Direct Donation,Robin Lopez 1061,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0254-20200227-0001,FAM0254,Training and Staff Development; CAAEYC 2020,$50.00 ,2/27/2020,Direct Donation,Hunter Wright 669,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0301-20200124-0001,FAM0301,Training and Staff Development; CAAEYC 2020,$50.00 ,1/24/2020,Direct Donation,Eden Collins 275,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0347-20200127-0001,FAM0347,Training and Staff Development; CAAEYC 2020,$100.00 ,1/27/2020,Direct Donation,Robin Edwards 381,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0347-20200229-0001,FAM0347,Training and Staff Development; CAAEYC 2020,$20.00 ,2/29/2020,Direct Donation,Robin Edwards 381,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0376-20200128-0001,FAM0376,Training and Staff Development; CAAEYC 2020,$50.00 ,1/28/2020,Direct Donation,Spencer Clark 550,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0442-20200131-0001,FAM0442,Training and Staff Development; CAAEYC 2020,$100.00 ,1/31/2020,Direct Donation,Harper Rivera 295,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0491-20200130-0001,FAM0491,Training and Staff Development; CAAEYC 2020,$500.00 ,1/30/2020,Direct Donation,Harper Harris 855,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0822-20200228-0001,FAM0822,Training and Staff Development; CAAEYC 2020,$50.00 ,2/28/2020,Direct Donation,Cameron Campbell 251,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0896-20200213-0001,FAM0896,Training and Staff Development; CAAEYC 2020,$25.00 ,2/13/2020,Direct Donation,Emerson Mitchell 382,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0918-20200229-0001,FAM0918,Training and Staff Development; CAAEYC 2020,$40.00 ,2/29/2020,Direct Donation,Harper Allen 495,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0922-20200229-0001,FAM0922,Training and Staff Development; CAAEYC 2020,$50.00 ,2/29/2020,Direct Donation,Robin White 781,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0937-20200228-0001,FAM0937,Training and Staff Development; CAAEYC 2020,$20.00 ,2/28/2020,Direct Donation,Harper Adams 215,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0954-20200228-0002,FAM0954,Training and Staff Development; CAAEYC 2020,$25.00 ,2/28/2020,Direct Donation,Elliot Parker 1054,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0954-20200228-0001,FAM0954,Training and Staff Development; CAAEYC 2020,$25.00 ,2/28/2020,Direct Donation,Parker Phillips 19,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0961-20200129-0001,FAM0961,Training and Staff Development; CAAEYC 2020,$100.00 ,1/29/2020,Direct Donation,Elliot Clark 774,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1471-20110603-0001,FAM1471,Unprompted,$400.00 ,6/3/2011,Direct Donation,Jamie Taylor 1471,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20110210-0001,IND0513,Unprompted,$50.00 ,2/10/2011,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20110225-0001,IND0513,Unprompted,$50.00 ,2/25/2011,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0534-20200229-0001,IND0534,Training and Staff Development; CAAEYC 2020,$20.00 ,2/29/2020,Direct Donation,Dakota Perez 16,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0967-20200219-0001,IND0967,Training and Staff Development; CAAEYC 2020,$20.00 ,2/19/2020,Direct Donation,Aubrey Collins 913,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20110209-0001,IND1123,Unprompted,$50.00 ,2/9/2011,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1238-20200226-0001,IND1238,Training and Staff Development; CAAEYC 2020,$20.00 ,2/26/2020,Direct Donation,Spencer Flores 710,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1452-20090416-0001,IND1452,Tupperware Fundraiser,$200.00 ,4/16/2009,Direct Donation,Jesse Walker 1452,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1483-20200127-0001,IND1483,Training and Staff Development; CAAEYC 2020,$500.00 ,1/27/2020,Direct Donation,Cameron Murphy 1483,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1483-20200228-0001,IND1483,Training and Staff Development; CAAEYC 2020,$80.00 ,2/28/2020,Direct Donation,Cameron Murphy 1483,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200116-0001,IND1502,Training and Staff Development; CAAEYC 2020,$16.67 ,1/16/2020,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200213-0001,IND1502,Training and Staff Development; CAAEYC 2020,$20.00 ,2/13/2020,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1508-20130820-0001,UNK1508,Antique Portraiture Fundraiser 2013,$214.50 ,8/20/2013,Direct Donation,"Antique Portraiture, Inc.",Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20051129-0001,UNK1515,Community Discount Cards Fundraiser,$190.00 ,11/29/2005,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20051208-0001,UNK1515,Community Discount Cards Fundraiser,$80.00 ,12/8/2005,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20051223-0001,UNK1515,Community Discount Cards Fundraiser,$20.00 ,12/23/2005,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20051223-0002,UNK1515,Community Discount Cards Fundraiser,$60.00 ,12/23/2005,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20060131-0001,UNK1515,Community Discount Cards Fundraiser,$20.00 ,1/31/2006,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20060222-0001,UNK1515,Community Discount Cards Fundraiser,$10.00 ,2/22/2006,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20060309-0001,UNK1515,Community Discount Cards Fundraiser,$10.00 ,3/9/2006,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1515-20080709-0001,UNK1515,Community Discount Cards Fundraiser,"$1,300.00 ",7/9/2008,Percentage of Purchase,Community Discount Card Fundraising,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1521-20120203-0002,UNK1521,Discount School Supply Reimbursement,$74.24 ,2/3/2012,Direct Donation,Discount School Supply,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1528-20101118-0001,UNK1528,Goodsearch / Goodshop Fundraiser,$55.29 ,11/18/2010,Percentage of Purchase,Goodsearch / Goodshop,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1529-20071001-0001,UNK1529,Classroom Cameras Reimbursement,$512.75 ,10/1/2007,Grant,GSA,Political,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1530-20070905-0001,UNK1530,Discount School Supply Reimbursement,$886.16 ,9/5/2007,Direct Donation,Harry Pregerson Board,Political,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1530-20070201-0001,UNK1530,Letter Campaign 2006,$806.15 ,2/1/2007,Direct Donation,Harry Pregerson Board,Political,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1530-20081104-0001,UNK1530,Phoneraiser 2008,$579.25 ,11/4/2008,Direct Donation,Harry Pregerson Board,Political,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20070119-0001,UNK1542,Picture Day 2007,$153.45 ,1/19/2007,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20090209-0001,UNK1542,Picture Day 2009,$127.73 ,2/9/2009,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20090617-0001,UNK1542,Picture Day 2009,$137.89 ,6/17/2009,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20100204-0002,UNK1542,Picture Day 2010,$130.39 ,2/4/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20100709-0001,UNK1542,Picture Day 2010,$108.58 ,7/9/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20110217-0001,UNK1542,Picture Day 2011,$95.10 ,2/17/2011,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20110623-0001,UNK1542,Picture Day 2011,$113.63 ,6/23/2011,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
