Giving Entity ID,FamilyID,Full Name,First Name,Last Name,Email Address,Email Address 2,Full Address,Street Address,City,State,ZIP,Phone Number,Child(ren) Enrolled,Photo Release Signed?,Connection,Center,Send via,Phrase,ALIVE,In/Out,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Cause of Most Recent Gift,Most Recent Thank You Letter Sent,NOTES,TAGS,,
FAM1010,FID0235,Logan Morris 698,Logan,Morris,donor698@example.com,,"1798 Main St, City1698, ST, 90001698",1798 Main St,City698,ST,9000698,555-000-698,ChildA-1698,,Former Parent,C-HP,post,see attached,Living,In,$50.00 ,1,4/30/2022,$50.00 ,,,,,,
FAM1011,FID0235,Jesse Phillips 537,Jesse,Phillips,donor537@example.com,,"1637 Main St, City1537, ST, 90001537",1637 Main St,City537,ST,9000537,555-000-537,ChildA-1537,,Board Member,C-HP,post,see attached,Living,In,"$46,315.00 ",14,3/29/2016,"$1,000.00 ",,,,,,
FAM1018,FID0236,Frankie Flores 356,Frankie,Flores,donor356@example.com,,"1456 Main St, City1356, ST, 90001356",1456 Main St,City356,ST,9000356,555-000-356,ChildA-1356,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM1018,FID0236,Jamie Rogers 446,Jamie,Rogers,donor446@example.com,,"1456 Main St, City1356, ST, 90001356",1456 Main St,City446,ST,9000446,555-000-446,ChildA-1356,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM1022,FID0237,Aubrey Murphy 993,Aubrey,Murphy,donor993@example.com,,"1809 Main St, City1709, ST, 90001709",1809 Main St,City993,ST,9000993,555-000-993,ChildA-1709,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM1022,FID0237,Hunter King 709,Hunter,King,donor709@example.com,,"1809 Main St, City1709, ST, 90001709",1809 Main St,City709,ST,9000709,,ChildA-1709,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM1024,FID0238,Charlie White 773,Charlie,White,donor773@example.com,,"1348 Main St, City1248, ST, 90001248",,,,,,ChildA-1248,N/A,Former Parent,C-LCV,email,click here,Living,In,$100.00 ,1,12/19/2009,$100.00 ,,,,,,
FAM1024,FID0238,Quinn Young 248,Quinn,Young,donor248@example.com,,"1348 Main St, City1248, ST, 90001248",1348 Main St,City248,ST,9000248,555-000-248,ChildA-1248,N/A,Former Parent,C-LCV,email,click here,Living,In,$100.00 ,1,12/19/2009,$100.00 ,,,,,,
FAM1268,FID0239,Aubrey Allen 1273,Aubrey,Allen,donor1273@example.com,,,2033 Main St,City1273,ST,90001273,555-000-1273,ChildA-1933,,Former Parent,C-JP,email,click here,Living,In,,,,,,,,,,
FAM1268,FID0239,Charlie Mitchell 933,Charlie,Mitchell,donor933@example.com,,,2033 Main St,City933,ST,9000933,555-000-933,ChildA-1933,,Former Parent,C-JP,email,click here,Living,In,,,,,,,,,,
IND0002,FID0240,Sawyer Parker 119,Sawyer,Parker,donor119@example.com,,"1219 Main St, City1119, ST, 90001119",1219 Main St,City119,ST,9000119,555-000-119,ChildA-1119,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0010,FID0241,Taylor Rogers 2,Taylor,Rogers,donor2@example.com,,"1102 Main St, City1002, ST, 90001002",1102 Main St,City2,ST,90002,555-000-2,ChildA-1002,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0011,FID0242,Brooklyn Lopez 794,Brooklyn,Lopez,donor794@example.com,,"1894 Main St, City1794, ST, 90001794",1894 Main St,City794,ST,9000794,555-000-794,ChildA-1794,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0018,FID0243,Taylor Phillips 1402,Taylor,Phillips,donor1402@example.com,,"2502 Main St, City2402, ST, 90002402",2502 Main St,City1402,ST,90001402,555-000-1402,ChildA-2402,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0019,FID0244,Taylor Thompson 1282,Taylor,Thompson,donor1282@example.com,,"2382 Main St, City2282, ST, 90002282",2382 Main St,City1282,ST,90001282,555-000-1282,ChildA-2282,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0026,FID0245,Phoenix Young 1358,Phoenix,Young,donor1358@example.com,,"2458 Main St, City2358, ST, 90002358",2458 Main St,City1358,ST,90001358,555-000-1358,ChildA-2358,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0029,FID0246,Payton Carter 185,Payton,Carter,donor185@example.com,,"1285 Main St, City1185, ST, 90001185",1285 Main St,City185,ST,9000185,555-000-185,ChildA-1185,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0040,FID0247,Reese Carter 711,Reese,Carter,donor711@example.com,,"1811 Main St, City1711, ST, 90001711",1811 Main St,City711,ST,9000711,555-000-711,ChildA-1711,,Former Parent,C-LCV,post,see attached,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
IND0041,FID0248,Frankie Anderson 116,Frankie,Anderson,donor116@example.com,,"1216 Main St, City1116, ST, 90001116",1216 Main St,City116,ST,9000116,555-000-116,ChildA-1116,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0042,FID0249,Dakota Rivera 1096,Dakota,Rivera,donor1096@example.com,,"2196 Main St, City2096, ST, 90002096",2196 Main St,City1096,ST,90001096,555-000-1096,ChildA-2096,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0092,FID0250,Morgan Lopez 3,Morgan,Lopez,donor3@example.com,,"1103 Main St, City1003, ST, 90001003",1103 Main St,City3,ST,90003,555-000-3,ChildA-1003,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0097,FID0251,Jamie Roberts 486,Jamie,Roberts,donor486@example.com,,"1586 Main St, City1486, ST, 90001486",1586 Main St,City486,ST,9000486,555-000-486,ChildA-1486,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0099,FID0252,Jamie Anderson 286,Jamie,Anderson,donor286@example.com,,"1386 Main St, City1286, ST, 90001286",1386 Main St,City286,ST,9000286,555-000-286,ChildA-1286,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0120,FID0253,Payton Carter 65,Payton,Carter,donor65@example.com,,"1165 Main St, City1065, ST, 90001065",1165 Main St,City65,ST,900065,555-000-65,ChildA-1065,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
IND0121,FID0254,Parker Smith 1499,Parker,Smith,donor1499@example.com,,"2599 Main St, City2499, ST, 90002499",2599 Main St,City1499,ST,90001499,555-000-1499,ChildA-2499,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
IND0122,FID0255,Sam Harris 165,Sam,Harris,donor165@example.com,,"1265 Main St, City1165, ST, 90001165",1265 Main St,City165,ST,9000165,555-000-165,ChildA-1165,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0125,FID0256,Dylan Collins 503,Dylan,Collins,donor503@example.com,,"1603 Main St, City1503, ST, 90001503",1603 Main St,City503,ST,9000503,555-000-503,ChildA-1503,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
IND0126,FID0257,Sydney Carter 1220,Sydney,Carter,donor1220@example.com,,"2320 Main St, City2220, ST, 90002220",2320 Main St,City1220,ST,90001220,555-000-1220,ChildA-2220,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0129,FID0258,Sam Evans 485,Sam,Evans,donor485@example.com,,"1585 Main St, City1485, ST, 90001485",1585 Main St,City485,ST,9000485,555-000-485,ChildA-1485,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0130,FID0259,Elliot Johnson 934,Elliot,Johnson,donor934@example.com,,"2034 Main St, City1934, ST, 90001934",2034 Main St,City934,ST,9000934,555-000-934,ChildA-1934,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0138,FID0260,Cameron Martin 1451,Cameron,Martin,donor1451@example.com,,"2551 Main St, City2451, ST, 90002451",2551 Main St,City1451,ST,90001451,555-000-1451,ChildA-2451,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0143,FID0261,Spencer Parker 1230,Spencer,Parker,donor1230@example.com,,"2330 Main St, City2230, ST, 90002230",2330 Main St,City1230,ST,90001230,555-000-1230,ChildA-2230,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0150,FID0262,Robin White 821,Robin,White,donor821@example.com,,"1921 Main St, City1821, ST, 90001821",1921 Main St,City821,ST,9000821,555-000-821,ChildA-1821,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0151,FID0263,Elliot Harris 654,Elliot,Harris,donor654@example.com,,"1754 Main St, City1654, ST, 90001654",1754 Main St,City654,ST,9000654,555-000-654,ChildA-1654,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0156,FID0264,Dylan Campbell 1423,Dylan,Campbell,donor1423@example.com,,"2523 Main St, City2423, ST, 90002423",2523 Main St,City1423,ST,90001423,555-000-1423,ChildA-2423,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0163,FID0265,Corey Stewart 707,Corey,Stewart,donor707@example.com,,"1807 Main St, City1707, ST, 90001707",1807 Main St,City707,ST,9000707,555-000-707,ChildA-1707,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0164,FID0266,Alex Lopez 1400,Alex,Lopez,donor1400@example.com,,"2500 Main St, City2400, ST, 90002400",2500 Main St,City1400,ST,90001400,555-000-1400,ChildA-2400,,Former Parent,C-LCV,post,see attached,Living,In,$20.00 ,1,2/21/2020,$20.00 ,,,,,,
IND0169,FID0267,Riley White 370,Riley,White,donor370@example.com,,"1470 Main St, City1370, ST, 90001370",1470 Main St,City371,ST,9000371,555-000-371,ChildA-1370,,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
IND0172,FID0268,Cameron Stewart 131,Cameron,Stewart,donor131@example.com,,"1231 Main St, City1131, ST, 90001131",1231 Main St,City131,ST,9000131,555-000-131,ChildA-1131,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0183,FID0269,Skylar Scott 769,Skylar,Scott,donor769@example.com,,"1869 Main St, City1769, ST, 90001769",1869 Main St,City769,ST,9000769,555-000-769,ChildA-1769,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0191,FID0270,Spencer Thompson 1190,Spencer,Thompson,donor1190@example.com,,"2290 Main St, City2190, ST, 90002190",2290 Main St,City1190,ST,90001190,555-000-1190,ChildA-2190,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0199,FID0271,Phoenix Taylor 1438,Phoenix,Taylor,donor1438@example.com,,"2538 Main St, City2438, ST, 90002438",2538 Main St,City1438,ST,90001438,555-000-1438,ChildA-2438,,Former Parent,C-LCV,post,see attached,Living,In,$50.00 ,1,6/25/2015,$50.00 ,,,,,,
IND0202,FID0272,Quinn Collins 1408,Quinn,Collins,donor1408@example.com,,"2508 Main St, City2408, ST, 90002408",2508 Main St,City1408,ST,90001408,555-000-1408,ChildA-2408,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0203,FID0273,Riley Anderson 1090,Riley,Anderson,donor1090@example.com,,"2190 Main St, City2090, ST, 90002090",2190 Main St,City1090,ST,90001090,555-000-1090,ChildA-2090,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0208,FID0274,Hunter Flores 309,Hunter,Flores,donor309@example.com,,"1409 Main St, City1309, ST, 90001309",1409 Main St,City309,ST,9000309,555-000-309,ChildA-1309,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0209,FID0275,Milan Edwards 637,Milan,Edwards,donor637@example.com,,"1737 Main St, City1637, ST, 90001637",1737 Main St,City637,ST,9000637,555-000-637,ChildA-1637,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0233,FID0276,Kendall White 992,Kendall,White,donor992@example.com,,"2092 Main St, City1992, ST, 90001992",2092 Main St,City992,ST,9000992,555-000-992,ChildA-1992,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0236,FID0277,Blake White 1464,Blake,White,donor1464@example.com,,"2564 Main St, City2464, ST, 90002464",2564 Main St,City1464,ST,90001464,555-000-1464,ChildA-2464,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0250,FID0278,Cameron Carter 1091,Cameron,Carter,donor1091@example.com,,"2191 Main St, City2091, ST, 90002091",2191 Main St,City1091,ST,90001091,555-000-1091,ChildA-2091,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0260,FID0279,Riley Young 1250,Riley,Young,donor1250@example.com,,"2350 Main St, City2250, ST, 90002250",2350 Main St,City1250,ST,90001250,555-000-1250,ChildA-2250,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0261,FID0280,Quinn Murphy 928,Quinn,Murphy,donor928@example.com,,"2028 Main St, City1928, ST, 90001928",2028 Main St,City928,ST,9000928,555-000-928,ChildA-1928,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0266,FID0281,Aubrey Rivera 513,Aubrey,Rivera,donor513@example.com,,"1613 Main St, City1513, ST, 90001513",1613 Main St,City513,ST,9000513,555-000-513,ChildA-1513,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0276,FID0282,Phoenix Collins 318,Phoenix,Collins,donor318@example.com,,"1418 Main St, City1318, ST, 90001318",1418 Main St,City318,ST,9000318,555-000-318,ChildA-1318,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0279,FID0283,Jordan Rivera 346,Jordan,Rivera,donor346@example.com,,"1446 Main St, City1346, ST, 90001346",1446 Main St,City346,ST,9000346,555-000-346,ChildA-1346,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0296,FID0284,Dylan Morris 1463,Dylan,Morris,donor1463@example.com,,"2563 Main St, City2463, ST, 90002463",2563 Main St,City1463,ST,90001463,555-000-1463,ChildA-2463,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0317,FID0285,Alex Perez 640,Alex,Perez,donor640@example.com,,"1740 Main St, City1640, ST, 90001640",1740 Main St,City640,ST,9000640,,ChildA-1640,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0324,FID0286,Logan Flores 258,Logan,Flores,donor258@example.com,,"1358 Main St, City1258, ST, 90001258",1358 Main St,City258,ST,9000258,555-000-258,ChildA-1258,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0327,FID0287,Sam Rivera 765,Sam,Rivera,donor765@example.com,,"1865 Main St, City1765, ST, 90001765",1865 Main St,City765,ST,9000765,555-000-765,ChildA-1765,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0337,FID0288,Avery Edwards 492,Avery,Edwards,donor492@example.com,,"1592 Main St, City1492, ST, 90001492",1592 Main St,City492,ST,9000492,555-000-492,ChildA-1492,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0353,FID0289,Drew Lopez 847,Drew,Lopez,donor847@example.com,,"1947 Main St, City1847, ST, 90001847",1947 Main St,City847,ST,9000847,555-000-847,ChildA-1847,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0356,FID0290,Casey Nguyen 884,Casey,Nguyen,donor884@example.com,,"1984 Main St, City1884, ST, 90001884",1984 Main St,City884,ST,9000884,555-000-884,ChildA-1884,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0363,FID0291,Dakota Nguyen 1496,Dakota,Nguyen,donor1496@example.com,,"2596 Main St, City2496, ST, 90002496",2596 Main St,City1496,ST,90001496,555-000-1496,ChildA-2496,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0364,FID0292,Taylor Anderson 122,Taylor,Anderson,donor122@example.com,,"1222 Main St, City1122, ST, 90001122",1222 Main St,City122,ST,9000122,555-000-122,ChildA-1122,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0365,FID0293,Dakota Lopez 976,Dakota,Lopez,donor976@example.com,,"2076 Main St, City1976, ST, 90001976",2076 Main St,City976,ST,9000976,555-000-976,ChildA-1976,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0366,FID0294,Kendall Edwards 312,Kendall,Edwards,donor312@example.com,,"1412 Main St, City1312, ST, 90001312",1412 Main St,City312,ST,9000312,555-000-312,ChildA-1312,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0375,FID0295,Taylor Parker 1362,Taylor,Parker,donor1362@example.com,,"2462 Main St, City2362, ST, 90002362",2462 Main St,City1362,ST,90001362,555-000-1362,ChildA-2362,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0380,FID0296,Dylan Parker 983,Dylan,Parker,donor983@example.com,,"2083 Main St, City1983, ST, 90001983",2083 Main St,City983,ST,9000983,555-000-983,ChildA-1983,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0391,FID0297,Skylar Cook 1289,Skylar,Cook,donor1289@example.com,,"2389 Main St, City2289, ST, 90002289",2389 Main St,City1289,ST,90001289,555-000-1289,ChildA-2289,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0394,FID0298,Sydney Scott 1060,Sydney,Scott,donor1060@example.com,,"2160 Main St, City2060, ST, 90002060",2160 Main St,City1060,ST,90001060,555-000-1060,ChildA-2060,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0395,FID0299,Blake Scott 704,Blake,Scott,donor704@example.com,,"1804 Main St, City1704, ST, 90001704",1804 Main St,City704,ST,9000704,555-000-704,ChildA-1704,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0400,FID0300,Taylor Thomas 1482,Taylor,Thomas,donor1482@example.com,,"2582 Main St, City2482, ST, 90002482",2582 Main St,City1482,ST,90001482,555-000-1482,ChildA-2482,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0401,FID0301,Dylan Cook 63,Dylan,Cook,donor63@example.com,,"1163 Main St, City1063, ST, 90001063",1163 Main St,City63,ST,900063,555-000-63,ChildA-1063,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0402,FID0302,Charlie Edwards 1253,Charlie,Edwards,donor1253@example.com,,"2353 Main St, City2253, ST, 90002253",2353 Main St,City1253,ST,90001253,555-000-1253,ChildA-2253,,Former Parent,C-JP,post,see attached,Living,In,$100.00 ,1,1/28/2020,$100.00 ,,,,,,
IND0408,FID0303,Hunter Phillips 349,Hunter,Phillips,donor349@example.com,,"1449 Main St, City1349, ST, 90001349",1449 Main St,City349,ST,9000349,555-000-349,ChildA-1349,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0411,FID0304,Kendall White 392,Kendall,White,donor392@example.com,,"1492 Main St, City1392, ST, 90001392",1492 Main St,City392,ST,9000392,555-000-392,ChildA-1392,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0414,FID0305,Reese Taylor 1111,Reese,Taylor,donor1111@example.com,,"2211 Main St, City2111, ST, 90002111",2211 Main St,City1111,ST,90001111,555-000-1111,ChildA-2111,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0430,FID0306,Reese Perez 31,Reese,Perez,donor31@example.com,,"1131 Main St, City1031, ST, 90001031",1131 Main St,City31,ST,900031,555-000-31,ChildA-1031,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0437,FID0307,Aubrey Hall 1313,Aubrey,Hall,donor1313@example.com,,"2413 Main St, City2313, ST, 90002313",2413 Main St,City1313,ST,90001313,,ChildA-2313,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0438,FID0308,Milan Scott 757,Milan,Scott,donor757@example.com,,"1857 Main St, City1757, ST, 90001757",1857 Main St,City757,ST,9000757,555-000-757,ChildA-1757,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0444,FID0309,Emerson Nguyen 1422,Emerson,Nguyen,donor1422@example.com,,"2522 Main St, City2422, ST, 90002422",2522 Main St,City1422,ST,90001422,555-000-1422,ChildA-2422,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0449,FID0310,Parker Carter 899,Parker,Carter,donor899@example.com,,"1999 Main St, City1899, ST, 90001899",1999 Main St,City899,ST,9000899,555-000-899,ChildA-1899,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0450,FID0311,Cameron Stewart 491,Cameron,Stewart,donor491@example.com,,"1591 Main St, City1491, ST, 90001491",1591 Main St,City491,ST,9000491,555-000-491,ChildA-1491,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0451,FID0312,Spencer Smith 390,Spencer,Smith,donor390@example.com,,"1490 Main St, City1390, ST, 90001390",1490 Main St,City390,ST,9000390,555-000-390,ChildA-1390,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0452,FID0313,Reese Wright 911,Reese,Wright,donor911@example.com,,"2011 Main St, City1911, ST, 90001911",2011 Main St,City911,ST,9000911,555-000-911,ChildA-1911,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0455,FID0314,Riley Edwards 490,Riley,Edwards,donor490@example.com,,"1590 Main St, City1490, ST, 90001490",1590 Main St,City490,ST,9000490,555-000-490,ChildA-1490,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0456,FID0315,Blake Rogers 1144,Blake,Rogers,donor1144@example.com,,"2244 Main St, City2144, ST, 90002144",2244 Main St,City1144,ST,90001144,,ChildA-2144,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0459,FID0316,Jordan Smith 706,Jordan,Smith,donor706@example.com,,"1806 Main St, City1706, ST, 90001706",1806 Main St,City706,ST,9000706,555-000-706,ChildA-1706,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0460,FID0317,Skylar Morris 1449,Skylar,Morris,donor1449@example.com,,"2549 Main St, City2449, ST, 90002449",2549 Main St,City1449,ST,90001449,555-000-1449,ChildA-2449,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0461,FID0318,Elliot White 494,Elliot,White,donor494@example.com,,"1594 Main St, City1494, ST, 90001494",1594 Main St,City494,ST,9000494,555-000-494,ChildA-1494,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0462,FID0319,Sam Cook 1365,Sam,Cook,donor1365@example.com,,"2465 Main St, City2365, ST, 90002365",2465 Main St,City1365,ST,90001365,555-000-1365,ChildA-2365,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0463,FID0320,Sydney Evans 380,Sydney,Evans,donor380@example.com,,"1480 Main St, City1380, ST, 90001380",1480 Main St,City380,ST,9000380,555-000-380,ChildA-1380,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0467,FID0321,Jordan Collins 866,Jordan,Collins,donor866@example.com,,"1966 Main St, City1866, ST, 90001866",1966 Main St,City866,ST,9000866,555-000-866,ChildA-1866,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
